age,gender,sleep_hours,daily_steps,exercise_minutes_week,water_intake_liters,stress_level,nutrition_quality,screen_time_hours,wellbeing_score
21 to 35,Male,7,6,57,1.51,2,1,9,674.3
36 to 50,Male,7,8,32,1.88,4,4,4,644.1
21 to 35,Male,7,2,266,1.87,1,5,2,607.2
21 to 35,Male,7,3,210,3.22,3,1,9,614.2
Less than 20,Male,5,3,33,2.71,5,2,8,584.9
21 to 35,Female,9,9,101,3.59,3,5,7,734.8
51 or more,Female,6,6,211,2.16,4,5,4,665.6
36 to 50,Male,7,8,133,2.03,4,4,3,644.1
21 to 35,Male,7,8,116,3.51,3,2,6,664.5
36 to 50,Female,8,1,102,2.61,3,0,5,615.7
Less than 20,Female,9,7,120,2.19,1,2,2,695.3
36 to 50,Female,6,10,202,2.55,4,3,3,674.9
51 or more,Female,5,3,216,2.56,2,2,6,693.7
21 to 35,Male,6,3,265,2.93,4,1,3,597.0
36 to 50,Female,8,5,191,1.59,2,5,2,716.8
21 to 35,Male,9,9,102,2.12,2,2,5,641.3
51 or more,Female,5,10,254,2.67,4,5,2,671.3
51 or more,Female,7,6,259,2.86,3,3,8,713.4
51 or more,Female,7,5,283,1.9,5,5,5,628.2
51 or more,Male,8,1,191,1.98,1,1,8,632.7
21 to 35,Female,8,10,279,3.32,2,5,8,697.4
21 to 35,Male,7,3,228,3.46,3,1,9,612.5
36 to 50,Female,7,2,269,1.69,5,5,7,597.0
51 or more,Female,7,10,266,3.98,5,4,8,651.3
21 to 35,Female,9,2,105,2.58,4,1,8,568.5
21 to 35,Male,7,10,74,2.96,2,5,4,683.6
21 to 35,Male,6,6,208,2.98,1,3,6,670.7
36 to 50,Male,5,1,251,2.37,3,3,3,608.3
36 to 50,Female,8,1,46,2.86,2,3,8,705.8
36 to 50,Male,6,4,248,2.96,2,4,9,655.0
36 to 50,Female,7,3,113,3.4,2,5,4,661.8
21 to 35,Female,6,2,220,3.15,4,1,8,639.3
36 to 50,Female,10,4,161,2.62,1,4,6,659.2
21 to 35,Female,9,8,123,1.98,0,4,3,756.7
51 or more,Female,6,6,124,1.56,2,5,4,699.6
36 to 50,Female,7,10,213,3.13,1,3,8,676.8
Less than 20,Female,7,6,161,2.69,3,2,8,659.0
51 or more,Female,7,6,111,3.91,3,5,6,754.2
36 to 50,Female,8,3,141,1.75,1,2,6,702.8
21 to 35,Female,7,1,80,1.68,3,3,9,607.0
36 to 50,Male,8,1,218,1.95,2,3,4,648.0
51 or more,Female,7,8,237,2.44,3,5,2,713.8
36 to 50,Female,8,4,178,1.94,2,3,5,674.1
36 to 50,Female,8,5,294,2.66,5,4,9,684.5
21 to 35,Female,8,5,142,2.35,1,1,7,604.6
21 to 35,Female,8,4,65,4.0,3,4,5,677.5
21 to 35,Female,7,5,140,3.92,1,2,8,660.5
51 or more,Male,6,10,200,2.41,2,5,7,736.1
21 to 35,Female,10,6,107,3.48,5,4,7,697.0
21 to 35,Female,7,10,57,2.1,3,2,7,698.9
21 to 35,Female,7,9,74,1.64,3,2,2,712.3
36 to 50,Female,7,10,171,1.6,4,3,6,678.5
36 to 50,Male,10,2,44,1.57,5,1,3,601.0
36 to 50,Male,5,9,157,3.34,1,1,2,604.8
36 to 50,Female,7,4,196,2.36,3,1,6,668.8
36 to 50,Female,7,2,182,3.56,1,4,8,668.4
21 to 35,Male,6,2,92,3.68,0,0,9,624.0
21 to 35,Female,8,10,88,2.26,1,5,8,750.1
21 to 35,Female,8,6,232,2.22,3,2,4,664.3
Less than 20,Female,7,2,186,2.27,3,1,4,598.7
36 to 50,Female,8,1,32,2.69,2,1,7,659.9
36 to 50,Female,9,10,68,1.54,2,2,6,677.2
51 or more,Female,8,5,130,1.53,3,3,7,706.6
36 to 50,Male,6,8,198,3.34,5,5,4,664.3
21 to 35,Female,6,6,49,3.52,4,2,5,592.5
51 or more,Female,7,3,170,2.01,1,4,8,723.0
51 or more,Female,8,1,222,2.98,5,2,2,620.8
21 to 35,Male,7,5,181,2.04,1,4,5,612.9
36 to 50,Female,8,8,265,3.34,3,4,9,708.9
51 or more,Female,5,6,237,2.55,5,5,6,672.2
21 to 35,Female,6,3,66,3.56,1,3,2,624.2
Less than 20,Female,10,7,107,3.87,2,4,4,653.0
51 or more,Male,7,5,201,2.89,2,4,2,680.9
51 or more,Female,8,5,74,3.75,1,4,9,728.7
21 to 35,Female,6,3,113,1.58,2,1,2,693.9
21 to 35,Female,7,10,122,2.66,3,3,4,698.9
36 to 50,Female,8,7,183,2.76,1,5,7,734.2
51 or more,Female,7,7,135,2.54,4,3,3,652.4
21 to 35,Female,6,1,238,2.29,3,3,4,610.2
Less than 20,Female,7,8,233,3.31,3,2,5,620.3
Less than 20,Male,6,7,277,2.88,3,0,7,721.9
21 to 35,Male,6,10,255,1.71,4,1,8,620.5
21 to 35,Male,6,4,77,3.88,3,3,3,649.9
36 to 50,Female,7,3,275,3.72,3,2,5,660.1
Less than 20,Female,5,5,60,2.38,3,4,9,716.2
21 to 35,Male,7,6,212,2.12,3,3,9,730.4
21 to 35,Male,9,6,286,3.07,1,5,6,681.5
21 to 35,Male,7,8,155,1.61,1,1,5,671.3
51 or more,Male,7,10,248,2.74,2,2,9,687.0
Less than 20,Male,8,6,274,3.18,2,1,9,642.2
51 or more,Male,7,5,168,2.52,3,4,7,641.8
51 or more,Male,7,4,256,3.93,0,3,8,643.3
21 to 35,Male,7,4,286,3.3,5,3,8,575.3
51 or more,Female,6,3,284,3.84,3,4,9,687.1
Less than 20,Male,7,4,99,3.77,1,3,7,684.1
21 to 35,Male,6,4,95,1.83,4,0,8,673.7
36 to 50,Female,7,1,31,3.17,3,3,7,663.1
21 to 35,Female,7,7,298,2.99,5,4,8,635.4
21 to 35,Female,7,4,158,1.64,2,2,2,638.2
21 to 35,Female,8,2,175,2.29,2,4,9,646.5
21 to 35,Female,7,5,142,2.84,4,5,7,663.9
21 to 35,Male,7,4,125,2.87,5,2,7,645.0
21 to 35,Male,6,3,296,3.54,3,5,6,593.6
Less than 20,Female,7,5,37,2.97,5,4,8,658.8
51 or more,Female,7,7,249,2.67,1,4,3,728.9
36 to 50,Male,7,7,242,3.38,3,4,5,711.9
36 to 50,Male,7,7,131,2.93,3,4,6,711.9
36 to 50,Female,7,10,195,3.71,5,4,9,659.8
21 to 35,Male,7,10,291,3.76,0,1,8,656.4
36 to 50,Female,8,3,31,3.01,1,3,5,667.1
51 or more,Female,7,2,231,2.91,3,5,2,634.4
36 to 50,Female,8,6,212,3.25,0,4,2,706.8
Less than 20,Female,7,5,288,3.31,3,3,3,706.4
51 or more,Male,8,4,257,3.32,1,4,9,699.6
36 to 50,Male,8,5,229,3.05,3,3,9,735.5
36 to 50,Male,7,5,55,3.41,3,3,4,684.3
36 to 50,Male,7,5,131,1.86,1,2,7,662.2
36 to 50,Male,7,10,165,3.55,2,5,8,748.2
36 to 50,Male,7,8,226,2.28,1,5,4,778.4
36 to 50,Male,7,10,59,3.71,3,5,2,746.5
21 to 35,Female,9,6,162,1.83,5,4,6,611.8
36 to 50,Male,7,6,285,1.51,4,3,3,740.6
21 to 35,Female,5,4,49,1.54,3,2,8,598.7
36 to 50,Female,8,1,50,2.03,5,2,5,617.4
21 to 35,Female,7,7,70,1.78,0,5,5,735.7
21 to 35,Female,9,9,181,2.88,2,5,6,654.9
36 to 50,Male,7,10,31,2.62,1,4,4,719.3
21 to 35,Male,8,4,73,3.02,3,3,2,662.2
21 to 35,Male,7,8,70,1.98,2,1,2,690.0
21 to 35,Female,8,7,292,3.38,3,1,3,686.6
21 to 35,Female,5,2,202,3.03,2,2,8,696.9
21 to 35,Female,8,5,38,2.05,4,1,2,682.8
51 or more,Female,8,10,82,2.5,4,4,8,729.7
21 to 35,Male,7,10,157,3.3,3,5,4,630.9
21 to 35,Female,6,6,48,3.2,4,2,4,640.1
36 to 50,Male,6,5,161,2.91,2,5,9,728.3
36 to 50,Male,7,3,42,3.95,3,5,6,692.4
36 to 50,Female,7,7,249,1.83,5,3,8,635.4
21 to 35,Male,9,4,296,2.72,1,3,3,638.6
36 to 50,Female,7,2,274,3.06,2,4,3,704.1
51 or more,Female,6,6,287,3.99,3,3,2,648.6
36 to 50,Female,8,8,169,2.86,2,5,7,680.0
36 to 50,Female,7,2,276,2.61,2,4,5,704.1
36 to 50,Male,5,6,261,3.81,5,5,3,685.8
36 to 50,Female,7,1,85,2.77,3,5,2,600.2
51 or more,Female,5,8,117,3.85,3,4,8,647.1
21 to 35,Male,7,3,283,3.38,3,2,5,583.6
21 to 35,Male,7,5,81,1.92,3,1,2,592.5
21 to 35,Male,6,10,276,1.92,3,2,6,608.6
36 to 50,Female,5,10,281,2.29,5,2,3,639.0
51 or more,Female,8,6,154,1.67,0,5,2,718.7
36 to 50,Female,5,10,230,2.86,2,4,8,673.0
21 to 35,Male,7,4,161,3.65,1,3,6,707.9
21 to 35,Female,8,4,206,2.5,2,0,2,635.0
21 to 35,Female,8,4,81,3.12,2,0,4,635.0
Less than 20,Female,6,6,63,3.95,4,4,2,609.5
21 to 35,Female,8,4,51,1.98,3,3,8,680.9
Less than 20,Female,6,1,170,2.4,5,3,4,615.3
21 to 35,Female,10,1,197,1.56,5,0,3,553.2
21 to 35,Female,6,10,67,2.08,5,5,2,630.7
Less than 20,Female,4,5,275,3.45,3,2,9,705.8
Less than 20,Female,9,4,264,3.14,4,5,9,672.6
Less than 20,Female,6,4,84,3.46,3,2,8,661.8
21 to 35,Female,10,4,149,2.56,2,3,6,666.0
21 to 35,Male,7,6,95,3.34,3,3,3,691.3
Less than 20,Female,8,7,195,3.0,2,3,3,678.1
36 to 50,Male,7,4,239,2.32,5,1,7,631.4
36 to 50,Female,6,7,104,2.53,3,4,4,689.6
21 to 35,Female,8,9,163,2.85,2,3,3,664.9
21 to 35,Female,7,1,294,3.89,3,3,9,625.7
36 to 50,Female,8,8,203,3.83,4,4,2,666.4
Less than 20,Female,7,10,272,3.97,5,5,2,664.9
21 to 35,Female,8,7,118,1.54,1,5,9,686.6
36 to 50,Female,8,6,279,3.29,2,3,4,626.9
Less than 20,Female,8,6,60,3.74,3,5,2,676.2
36 to 50,Female,6,5,67,3.35,0,2,8,621.2
Less than 20,Female,5,5,167,2.54,4,2,7,575.1
36 to 50,Female,7,5,105,3.31,2,5,4,635.0
21 to 35,Male,7,9,282,2.61,3,2,5,661.3
36 to 50,Female,7,2,108,3.29,2,4,4,682.0
Less than 20,Female,4,10,67,3.45,4,5,6,717.0
36 to 50,Female,5,9,192,3.61,1,4,6,783.3
51 or more,Male,4,10,157,3.32,1,3,7,705.1
36 to 50,Male,6,7,187,1.9,4,2,2,679.4
Less than 20,Male,8,6,112,3.84,1,3,9,744.2
21 to 35,Male,4,10,246,2.03,3,1,5,613.3
21 to 35,Female,4,3,231,2.39,5,5,6,635.7
51 or more,Female,7,3,181,2.57,2,3,6,626.1
Less than 20,Female,4,10,55,3.28,4,5,6,717.0
21 to 35,Female,8,8,283,3.25,2,5,2,651.1
21 to 35,Female,9,3,280,3.9,2,5,3,675.8
36 to 50,Male,5,5,196,1.97,2,1,3,646.5
36 to 50,Female,7,7,169,2.63,3,5,7,737.4
21 to 35,Female,9,5,258,2.01,4,4,3,662.6
36 to 50,Female,8,5,102,3.18,5,5,7,711.7
36 to 50,Female,8,1,265,2.03,5,5,2,644.6
51 or more,Female,6,5,224,3.67,3,2,8,622.9
21 to 35,Female,8,5,117,3.96,1,5,3,674.3
36 to 50,Male,5,6,126,2.29,4,3,8,670.5
21 to 35,Male,6,3,195,3.35,3,1,7,588.5
51 or more,Female,7,5,232,2.83,2,3,4,687.7
51 or more,Female,6,5,216,2.4,4,2,2,551.5
51 or more,Male,7,5,49,1.98,1,1,2,611.2
36 to 50,Female,7,4,102,3.3,2,5,5,706.2
36 to 50,Female,7,6,111,1.9,3,4,6,689.6
36 to 50,Female,4,5,56,2.2,4,1,5,637.8
21 to 35,Female,7,5,170,3.8,3,4,8,643.5
21 to 35,Male,7,10,76,2.77,2,1,3,651.3
21 to 35,Male,8,7,141,3.64,3,4,2,650.9
36 to 50,Female,7,9,264,3.42,3,4,9,722.5
Less than 20,Male,6,10,180,2.44,3,1,8,702.1
36 to 50,Female,7,7,155,2.05,4,4,7,625.2
Less than 20,Male,6,7,36,1.75,4,3,2,681.1
36 to 50,Male,6,1,79,3.9,2,1,3,538.8
Less than 20,Female,8,10,95,2.31,2,4,7,702.5
21 to 35,Female,7,10,196,3.18,4,3,6,710.8
51 or more,Female,8,1,281,3.33,1,3,5,683.7
51 or more,Female,6,7,292,1.99,2,3,6,633.5
21 to 35,Female,7,3,225,3.23,0,0,9,685.6
36 to 50,Female,6,5,212,1.52,3,2,9,634.8
36 to 50,Male,8,2,293,2.55,5,1,3,683.9
36 to 50,Female,6,8,147,2.38,2,5,5,718.7
36 to 50,Female,7,8,161,3.83,2,5,5,606.7
21 to 35,Female,6,6,176,3.97,5,3,6,628.2
21 to 35,Female,6,10,58,2.22,5,2,9,635.8
36 to 50,Male,8,5,254,3.03,2,3,6,679.4
51 or more,Male,4,10,168,3.36,1,5,2,725.5
51 or more,Female,7,9,55,1.98,4,4,8,731.0
21 to 35,Female,7,3,296,3.22,2,2,9,634.6
36 to 50,Male,8,3,126,2.14,4,2,2,735.1
36 to 50,Female,7,6,167,1.92,2,3,6,689.6
51 or more,Female,9,4,125,3.63,3,3,7,670.9
51 or more,Male,7,4,86,2.76,3,5,9,692.6
21 to 35,Male,9,4,152,2.24,4,1,9,633.5
51 or more,Female,6,1,260,2.51,2,3,3,611.9
36 to 50,Male,8,6,115,2.53,2,5,6,705.1
36 to 50,Male,6,4,80,3.43,3,3,7,627.8
51 or more,Male,5,4,257,3.72,2,1,8,603.8
51 or more,Male,7,6,35,2.69,1,1,2,740.6
21 to 35,Male,7,8,31,2.31,2,1,5,584.6
Less than 20,Male,7,5,120,3.32,1,3,7,675.8
21 to 35,Male,7,3,291,3.76,3,5,3,694.1
36 to 50,Male,5,9,271,1.79,3,2,2,664.3
36 to 50,Female,7,10,275,3.49,5,2,3,637.7
51 or more,Male,8,4,108,2.89,3,1,3,669.0
21 to 35,Female,8,3,87,3.67,5,3,5,645.0
36 to 50,Female,7,5,254,2.79,3,2,7,645.2
51 or more,Male,5,2,231,3.66,1,3,2,713.9
36 to 50,Male,5,5,35,2.89,3,4,6,644.8
36 to 50,Female,6,8,59,1.86,4,1,3,684.7
36 to 50,Male,7,5,180,1.51,2,1,3,633.3
51 or more,Female,8,4,65,3.05,1,5,5,759.1
36 to 50,Female,5,3,139,2.98,4,2,7,661.4
36 to 50,Male,7,5,150,2.03,3,2,2,648.6
36 to 50,Male,7,10,270,3.63,0,5,7,741.4
21 to 35,Female,6,2,288,3.67,2,4,3,678.4
Less than 20,Female,7,2,119,3.51,3,4,3,622.5
36 to 50,Female,6,3,59,3.84,5,3,4,588.5
Less than 20,Female,7,5,266,2.77,4,3,4,635.0
21 to 35,Female,6,3,199,3.26,2,3,3,603.8
51 or more,Male,7,3,178,3.76,5,3,7,646.5
21 to 35,Male,6,1,117,2.64,5,0,8,662.9
Less than 20,Female,7,6,33,3.05,3,1,9,594.4
21 to 35,Male,7,2,281,2.78,4,1,7,598.7
21 to 35,Female,7,5,80,3.96,2,4,7,692.8
36 to 50,Female,7,8,53,2.59,3,4,5,691.7
21 to 35,Male,8,6,75,2.29,2,5,6,696.6
36 to 50,Male,8,2,145,3.07,3,2,4,680.5
51 or more,Male,6,10,56,2.2,5,5,4,622.2
51 or more,Female,6,5,124,3.64,5,2,9,655.2
36 to 50,Female,7,4,128,3.73,3,2,8,680.7
Less than 20,Female,5,5,145,2.36,4,2,2,689.0
36 to 50,Female,8,6,124,2.4,1,5,6,672.8
21 to 35,Male,8,2,228,1.72,4,1,4,604.0
21 to 35,Male,7,10,175,2.14,1,4,6,744.8
21 to 35,Male,7,6,184,1.67,2,5,6,681.1
36 to 50,Female,7,10,299,3.39,2,5,2,666.6
36 to 50,Male,8,5,285,1.95,3,4,3,667.5
21 to 35,Female,7,3,74,1.7,4,2,9,682.2
Less than 20,Male,9,7,30,1.91,4,2,8,686.8
21 to 35,Female,8,7,176,2.44,5,3,3,637.3
36 to 50,Male,8,7,184,2.56,3,4,4,601.6
51 or more,Female,9,5,85,3.75,3,4,9,620.1
36 to 50,Female,7,10,255,2.2,3,3,2,637.7
36 to 50,Male,7,10,36,3.29,3,4,4,685.3
36 to 50,Female,8,7,49,3.74,3,4,4,690.0
51 or more,Female,8,10,188,3.64,3,3,7,680.4
21 to 35,Female,8,2,108,2.0,3,2,3,617.6
36 to 50,Female,7,10,30,2.2,3,5,2,768.6
21 to 35,Female,8,2,258,1.64,5,2,9,666.9
51 or more,Male,8,6,242,2.71,2,4,6,754.4
21 to 35,Female,7,4,277,2.51,4,5,3,667.1
36 to 50,Female,8,8,148,2.86,0,5,4,720.8
36 to 50,Female,7,2,256,2.64,2,3,4,666.7
51 or more,Female,8,9,53,3.34,1,5,5,704.0
51 or more,Female,7,8,219,3.17,2,2,2,705.3
36 to 50,Male,8,5,86,2.57,5,2,6,693.0
Less than 20,Female,7,10,118,1.59,5,4,6,683.6
36 to 50,Male,7,8,138,2.36,4,3,4,718.9
51 or more,Male,8,5,170,2.31,1,3,9,691.3
21 to 35,Female,8,4,273,1.72,5,5,8,653.7
21 to 35,Male,8,5,103,2.26,3,2,5,635.2
Less than 20,Female,7,3,291,3.97,2,3,5,682.2
36 to 50,Female,7,7,205,3.55,1,2,2,749.3
51 or more,Female,6,4,259,3.5,5,3,8,658.4
21 to 35,Female,10,2,105,3.61,5,5,8,730.2
51 or more,Female,7,8,212,3.66,3,2,9,683.2
21 to 35,Female,6,7,256,2.31,5,2,4,647.1
Less than 20,Male,7,4,194,2.31,3,3,9,629.7
36 to 50,Female,8,7,246,2.34,2,3,4,681.5
21 to 35,Female,8,8,219,3.55,3,4,8,736.1
21 to 35,Male,6,1,47,3.49,2,4,9,634.0
36 to 50,Female,7,10,261,1.54,4,5,4,693.8
21 to 35,Male,5,5,213,3.87,2,3,2,663.5
36 to 50,Female,7,2,135,2.21,3,1,6,639.5
Less than 20,Female,8,8,272,3.07,4,5,3,666.4
21 to 35,Female,8,10,82,3.1,4,5,5,726.3
36 to 50,Male,7,3,255,1.78,3,2,6,692.4
21 to 35,Female,6,8,231,3.24,3,3,3,705.1
51 or more,Male,6,7,115,2.83,3,3,9,608.0
21 to 35,Female,9,1,79,3.03,4,2,8,604.0
51 or more,Female,9,6,289,2.62,2,2,9,695.1
21 to 35,Female,8,9,224,3.51,4,4,8,714.2
21 to 35,Female,7,7,277,3.09,3,3,9,715.3
21 to 35,Male,7,5,85,1.98,4,4,8,658.8
21 to 35,Female,7,7,206,3.38,3,3,9,647.3
36 to 50,Male,5,3,179,2.76,3,0,9,593.4
51 or more,Female,7,4,42,1.59,4,4,6,702.8
36 to 50,Female,6,8,93,2.49,4,2,8,625.2
21 to 35,Female,7,9,134,2.5,1,3,9,732.7
36 to 50,Female,6,1,268,3.5,5,3,6,673.1
36 to 50,Female,6,5,63,2.08,3,4,6,619.5
21 to 35,Male,7,5,68,2.63,1,2,6,645.2
36 to 50,Female,8,3,254,1.64,4,3,4,684.1
51 or more,Female,7,4,158,3.7,2,5,6,663.7
21 to 35,Female,6,2,162,2.61,2,2,3,613.8
51 or more,Female,9,3,69,3.64,2,2,3,669.0
36 to 50,Female,5,5,250,3.19,3,4,5,702.6
36 to 50,Male,8,3,123,2.3,1,2,8,619.5
Less than 20,Female,9,8,128,3.28,4,3,7,693.8
36 to 50,Female,8,10,89,2.67,4,4,2,702.5
36 to 50,Female,6,5,158,2.35,3,4,3,718.1
51 or more,Female,8,10,161,3.17,2,5,8,719.5
36 to 50,Female,7,5,98,3.44,4,3,3,696.2
36 to 50,Female,6,6,43,3.22,1,4,3,721.7
36 to 50,Female,9,10,180,2.66,2,5,3,738.4
21 to 35,Male,7,2,203,2.15,4,2,2,632.7
36 to 50,Female,5,1,225,3.53,2,4,2,672.9
36 to 50,Female,5,1,61,2.37,2,4,7,672.9
36 to 50,Female,5,1,102,3.03,4,1,6,604.9
21 to 35,Female,8,7,223,1.79,2,5,7,700.2
21 to 35,Female,8,4,79,3.35,5,3,3,609.5
21 to 35,Female,6,2,86,3.88,4,5,3,673.3
36 to 50,Female,7,7,146,2.62,3,3,5,718.7
21 to 35,Female,8,10,221,2.87,1,5,5,719.5
36 to 50,Male,8,8,246,3.75,1,2,5,700.4
Less than 20,Female,8,8,140,3.49,2,1,8,714.0
36 to 50,Male,7,7,118,3.91,2,2,8,626.9
51 or more,Female,7,1,186,2.17,2,3,5,639.3
Less than 20,Female,3,7,98,2.67,5,3,6,587.0
Less than 20,Female,5,5,299,2.64,3,0,4,607.4
Less than 20,Female,6,4,254,2.68,4,2,5,624.4
Less than 20,Female,6,10,34,3.78,5,2,5,635.8
21 to 35,Male,8,2,272,2.01,4,2,9,665.2
36 to 50,Male,9,7,147,3.74,2,5,2,702.1
36 to 50,Female,8,8,201,2.93,5,5,7,668.1
21 to 35,Female,6,7,172,2.84,3,5,8,693.0
Less than 20,Male,7,8,286,2.54,1,1,3,647.5
51 or more,Female,7,4,107,2.85,3,0,6,573.6
21 to 35,Male,6,7,86,3.51,4,5,3,670.9
21 to 35,Female,6,6,49,2.73,5,3,4,667.3
21 to 35,Male,7,10,43,3.44,2,5,6,704.0
36 to 50,Male,7,10,235,2.54,2,5,4,719.3
36 to 50,Female,8,7,266,1.96,3,3,8,707.0
21 to 35,Female,7,10,210,2.54,2,5,8,717.6
36 to 50,Male,6,10,218,3.31,3,4,9,695.3
21 to 35,Male,7,7,176,3.63,2,1,8,672.8
21 to 35,Female,6,4,71,3.43,3,3,3,639.7
51 or more,Female,7,10,30,2.44,1,4,2,712.5
36 to 50,Male,10,5,133,2.95,1,2,5,644.1
36 to 50,Male,10,4,284,2.4,2,2,8,674.5
21 to 35,Female,9,8,238,3.26,4,3,8,641.1
51 or more,Female,9,2,247,2.59,1,4,3,687.5
36 to 50,Female,8,6,107,3.41,3,3,8,698.3
51 or more,Female,8,5,80,1.53,3,3,6,672.6
51 or more,Female,7,3,129,2.35,4,3,8,672.0
51 or more,Female,7,4,241,3.7,1,5,9,706.2
21 to 35,Female,8,5,266,2.31,3,1,8,679.4
21 to 35,Male,4,10,186,2.49,3,3,5,710.2
21 to 35,Female,7,8,43,3.48,2,5,8,741.0
36 to 50,Female,8,6,145,1.74,3,4,6,722.1
51 or more,Male,4,2,168,2.28,3,3,4,616.8
51 or more,Male,7,10,104,3.44,3,5,6,710.8
51 or more,Female,7,10,53,3.89,5,5,2,666.6
51 or more,Female,7,10,206,3.46,5,5,4,666.6
Less than 20,Female,6,5,84,1.93,5,0,9,571.9
21 to 35,Female,7,5,242,3.59,3,3,7,646.9
36 to 50,Female,6,6,192,2.69,3,1,9,584.0
36 to 50,Female,6,5,193,3.46,3,1,8,580.4
Less than 20,Male,8,4,118,2.1,3,3,7,689.4
21 to 35,Female,7,2,44,2.35,3,4,8,675.2
21 to 35,Female,8,5,151,3.75,4,4,3,676.0
36 to 50,Male,8,5,207,3.78,4,2,5,676.0
21 to 35,Female,7,2,298,2.21,3,3,5,670.1
21 to 35,Male,8,10,134,1.71,2,2,2,656.6
21 to 35,Female,7,9,188,3.82,3,5,6,673.2
36 to 50,Female,7,7,34,2.25,4,1,8,664.3
21 to 35,Female,7,1,170,1.8,4,3,8,664.8
21 to 35,Male,5,6,198,2.37,4,3,3,694.3
21 to 35,Female,7,3,46,2.2,4,1,7,653.3
51 or more,Female,7,1,61,1.7,4,3,6,634.2
36 to 50,Male,6,4,34,3.96,3,3,7,675.4
51 or more,Female,9,10,166,2.23,3,5,6,740.1
21 to 35,Female,8,8,136,2.18,2,2,2,608.6
36 to 50,Female,7,3,191,2.55,3,2,7,602.3
Less than 20,Female,4,3,286,2.54,5,0,4,600.0
21 to 35,Female,7,6,197,2.58,5,3,7,711.7
21 to 35,Male,7,4,274,3.77,2,4,4,685.8
21 to 35,Male,6,2,142,1.65,1,2,2,627.4
21 to 35,Male,6,2,207,3.85,1,2,2,627.4
51 or more,Female,8,6,219,3.16,2,5,8,694.9
21 to 35,Female,6,7,40,3.24,2,3,2,704.9
21 to 35,Female,7,2,52,1.89,2,3,6,617.4
Less than 20,Male,7,10,148,2.32,0,1,7,700.6
Less than 20,Male,7,7,98,1.63,2,4,7,671.1
Less than 20,Female,9,7,163,3.13,2,1,6,657.9
Less than 20,Female,7,5,282,2.35,2,1,3,640.1
Less than 20,Male,7,8,80,2.88,2,2,2,678.1
Less than 20,Female,8,7,72,3.38,3,2,6,681.5
Less than 20,Female,7,7,170,2.88,3,1,4,649.0
Less than 20,Female,8,7,54,1.68,2,1,7,647.5
Less than 20,Female,8,8,299,1.65,1,1,7,651.1
Less than 20,Male,8,4,133,3.67,2,1,2,660.5
Less than 20,Female,8,8,182,2.16,0,2,4,676.6
Less than 20,Male,8,5,190,2.41,2,2,5,677.7
Less than 20,Male,7,6,74,2.05,3,1,3,653.9
21 to 35,Female,7,5,195,3.25,2,2,5,745.5
51 or more,Male,7,8,236,2.47,3,4,3,730.8
51 or more,Female,3,1,137,2.64,2,1,2,606.2
51 or more,Female,3,1,94,3.19,3,1,7,601.1
Less than 20,Female,6,6,296,3.06,4,2,3,631.6
Less than 20,Female,6,6,214,3.44,4,2,6,631.6
Less than 20,Female,6,6,253,3.37,4,2,4,631.6
Less than 20,Female,6,6,182,2.6,4,2,7,631.6
51 or more,Male,7,1,215,1.98,2,3,6,678.4
21 to 35,Female,7,3,255,2.06,5,2,2,678.8
36 to 50,Female,6,3,229,3.27,5,2,8,607.2
36 to 50,Male,6,6,40,2.15,0,1,5,731.9
51 or more,Male,8,10,32,2.6,5,2,4,598.8
51 or more,Female,7,5,91,1.77,3,5,2,669.0
36 to 50,Female,7,5,34,1.81,4,1,6,616.3
51 or more,Male,8,10,38,2.12,5,3,6,632.8
21 to 35,Male,8,7,87,1.71,2,2,3,625.4
Less than 20,Female,8,10,267,2.19,3,3,3,722.9
Less than 20,Male,6,5,156,2.92,2,1,5,643.3
Less than 20,Female,8,4,266,3.36,4,5,9,692.8
Less than 20,Male,8,7,248,1.58,1,2,3,698.5
Less than 20,Male,8,5,207,3.0,1,2,3,679.4
Less than 20,Male,7,9,178,2.41,3,1,8,654.5
Less than 20,Male,9,9,67,2.07,3,3,3,721.2
Less than 20,Female,8,5,147,1.58,3,2,5,674.3
Less than 20,Female,8,4,126,2.31,3,2,2,648.6
Less than 20,Female,8,6,46,3.47,4,2,7,649.0
Less than 20,Female,8,6,183,2.83,4,2,4,649.0
Less than 20,Female,8,7,123,3.44,4,4,2,708.7
Less than 20,Female,9,6,204,2.53,3,3,7,656.0
Less than 20,Male,9,8,58,3.61,2,3,7,700.6
Less than 20,Male,8,4,63,1.88,4,1,2,650.3
Less than 20,Male,7,8,39,3.55,3,2,2,652.6
Less than 20,Female,8,6,130,2.69,4,4,6,703.4
Less than 20,Female,8,7,170,3.37,5,3,8,673.0
Less than 20,Female,7,9,116,2.1,3,2,4,635.8
Less than 20,Female,7,9,157,2.72,3,2,4,635.8
Less than 20,Female,6,8,235,3.33,4,5,6,694.9
Less than 20,Male,8,4,118,2.71,4,1,7,643.5
Less than 20,Male,7,9,111,2.65,2,2,6,742.9
Less than 20,Male,10,10,241,3.53,1,4,9,757.3
Less than 20,Female,8,5,148,1.91,1,2,7,715.1
Less than 20,Female,8,6,165,2.69,3,4,3,657.5
Less than 20,Male,8,3,290,3.56,0,2,6,656.9
Less than 20,Male,8,2,237,3.61,2,1,5,692.4
Less than 20,Female,8,6,272,1.8,3,5,8,715.3
Less than 20,Female,7,10,129,3.63,1,5,6,709.1
